nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
Stade nautique Lucien Bonnard,GRIGNY,GRAND LYON,GRAND LYON,Rue Adrien Dutartre,Rue Adrien Dutartre,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,444,pvo_patrimoine_voirie.pvoparking.444,4.800079,45.61312099905701
Jean Jaurès Tramway Pair,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Jaurès,Avenue Jean Jaurès,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,1,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,446,pvo_patrimoine_voirie.pvoparking.446,4.951952,45.769840999057145
Jean Jaurès Tramway Impair,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,R. A. France/R. E. Bertrand,R. A. France/R. E. Bertrand,Existant,Poche de stationnement,En surface,0,2.0,16,0,5,0,1,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,447,pvo_patrimoine_voirie.pvoparking.447,4.95207,45.77007799905714
La Poste,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Macé,Avenue Jean Macé,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,448,pvo_patrimoine_voirie.pvoparking.448,4.956041,45.768471999057155
Bruyas,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Léon Tolstoï,Avenue Léon Tolstoï,Existant,Poche de stationnement,En surface,0,2.0,19,0,0,0,1,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,1026,pvo_patrimoine_voirie.pvoparking.1026,4.95753,45.77192199905715
Alexandra,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue de la République,Rue de la République,Existant,Poche de stationnement,En surface,0,1.8,56,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,449,pvo_patrimoine_voirie.pvoparking.449,4.964097,45.76363599905714
Place de la Libération,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Jaurès,Avenue Jean Jaurès,Existant,Poche de stationnement,En surface,0,2.0,96,0,0,0,2,Libre,Mixte,Gratuit,Marché,5,450,pvo_patrimoine_voirie.pvoparking.450,4.947365,45.76936299905716
Place du Prainet,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Léon Blum,Avenue Léon Blum,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,451,pvo_patrimoine_voirie.pvoparking.451,4.969842,45.76749499905715
Place François Mitterrand sud,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Jaurès,Avenue Jean Jaurès,Existant,Poche de stationnement,En surface,0,2.0,21,0,8,0,0,Libre,Mixte,Zone bleue,Ouvert 24h/24h,5,452,pvo_patrimoine_voirie.pvoparking.452,4.959272,45.77093099905714
Place Roger Salengro,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Av. R. Macé/R. Maret,Av. R. Macé/R. Maret,Existant,Poche de stationnement,En surface,0,2.0,160,0,4,0,1,Libre,Mixte,Gratuit,Marché,5,453,pvo_patrimoine_voirie.pvoparking.453,4.956942,45.769096999057155
Place Stepanavan,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Normandie Niémen,Avenue Normandie Niémen,Existant,Poche de stationnement,En surface,0,2.0,24,0,5,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,454,pvo_patrimoine_voirie.pvoparking.454,4.937717,45.76821599905715
Reclus-Bruyère,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue des Bruyères,Avenue des Bruyères,Existant,Poche de stationnement,En surface,0,2.0,31,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,455,pvo_patrimoine_voirie.pvoparking.455,4.943621,45.75291899905714
Ecole Beauregard,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Elisée Reclus,Rue Elisée Reclus,Existant,Poche de stationnement,En surface,0,2.0,22,0,23,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,456,pvo_patrimoine_voirie.pvoparking.456,4.945257,45.75322699905713
Gymnase Zola et Centre Nautique,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Emile Zola,Rue Emile Zola,Existant,Poche de stationnement,En surface,0,2.0,123,0,10,0,4,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,457,pvo_patrimoine_voirie.pvoparking.457,4.952174,45.76401699905715
Troussier,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Macé,Avenue Jean Macé,Existant,Poche de stationnement,En surface,0,2.0,150,0,0,0,1,Libre,Evènementielle,Gratuit,Marché,5,458,pvo_patrimoine_voirie.pvoparking.458,4.956285,45.76493699905715
Place Henri Barbusse,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue de la République,Rue de la République,Existant,Aire de covoiturage,En surface,0,2.0,45,0,0,0,1,Libre,Mixte,Gratuit,Marché,6,459,pvo_patrimoine_voirie.pvoparking.459,4.964593,45.76336699905714
Maison des Sociétés,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Antoine Lumière,Rue Antoine Lumière,Existant,Poche de stationnement,En surface,0,2.0,19,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,460,pvo_patrimoine_voirie.pvoparking.460,4.965649,45.76286499905715
Carnot Egalité,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue de l'Egalité,Rue de l'Egalité,Existant,Poche de stationnement,En surface,0,2.0,24,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,461,pvo_patrimoine_voirie.pvoparking.461,4.965956,45.76361299905714
Carnot Pompiers,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Carnot,Rue Carnot,Existant,Poche de stationnement,En surface,0,2.0,38,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,189,pvo_patrimoine_voirie.pvoparking.189,4.967285,45.76316899905715
Cimetière,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue du Repos,Rue du Repos,Existant,Poche de stationnement,En surface,0,2.0,59,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,190,pvo_patrimoine_voirie.pvoparking.190,4.964471,45.765599999057144
Parmentier,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Parmentier,Rue Parmentier,Existant,Poche de stationnement,En surface,0,2.0,19,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,191,pvo_patrimoine_voirie.pvoparking.191,4.966619,45.77077199905715
Place Mendès France,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Av. E Herriot/R. G. Bizet,Av. E Herriot/R. G. Bizet,Existant,Aire de covoiturage,En surface,0,1.9,145,0,0,0,0,Libre,Mixte,Gratuit,Marché,6,464,pvo_patrimoine_voirie.pvoparking.464,4.965886,45.77520299905716
Placette Macé,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Macé,Avenue Jean Macé,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,465,pvo_patrimoine_voirie.pvoparking.465,4.956126,45.76215599905713
Bert Macé,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Macé,Avenue Jean Macé,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,467,pvo_patrimoine_voirie.pvoparking.467,4.956217,45.76696399905714
Macé Alsace,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Macé,Avenue Jean Macé,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,468,pvo_patrimoine_voirie.pvoparking.468,4.956066,45.76763899905715
Boulodrome,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Paul Bert,Rue Paul Bert,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,466,pvo_patrimoine_voirie.pvoparking.466,4.953294,45.76737599905715
Allée Gay-Lussac,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Av. Chardonnet/Av. Réaumur,Av. Chardonnet/Av. Réaumur,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,469,pvo_patrimoine_voirie.pvoparking.469,4.94211,45.769110999057155
Stade Djorkaeff,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Bernard Palissy,Avenue Bernard Palissy,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,470,pvo_patrimoine_voirie.pvoparking.470,4.942514,45.77108499905715
Fraternité SAD,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue de la Fraternité,Rue de la Fraternité,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,471,pvo_patrimoine_voirie.pvoparking.471,4.954556,45.77438499905716
Gymnase Berthaudière,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Edouard Herriot,Avenue Edouard Herriot,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,472,pvo_patrimoine_voirie.pvoparking.472,4.965547,45.775221999057145
Mollard,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Avenue Jean Jaurès,Rue de l'Egalité,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,473,pvo_patrimoine_voirie.pvoparking.473,4.967517,45.771503999057146
Angle Jaurès/Jonage,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Route de Jonage,Route de Jonage,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,474,pvo_patrimoine_voirie.pvoparking.474,4.976593,45.77234799905716
Ferrer,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Francisco Ferrer,Rue Francisco Ferrer,Existant,Poche de stationnement,En surface,0,2.0,21,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,475,pvo_patrimoine_voirie.pvoparking.475,4.975692,45.77770799905714
Salengro,GIVORS,GRAND LYON,GRAND LYON,Rue Roger Salengro,Rue Emile Zola,Existant,Poche de stationnement,En surface,0,2.0,122,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,476,pvo_patrimoine_voirie.pvoparking.476,4.7713,45.58471699905699
Faure,GIVORS,GRAND LYON,GRAND LYON,Rue Joseph Faure,Rue Joseph Faure,Existant,Poche de stationnement,En surface,0,2.0,137,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,477,pvo_patrimoine_voirie.pvoparking.477,4.773287,45.583805999057006
Egalité,GIVORS,GRAND LYON,GRAND LYON,Rue de l'Egalité,Rue de l'Egalité,Existant,Poche de stationnement,En surface,0,2.0,103,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,478,pvo_patrimoine_voirie.pvoparking.478,4.776125,45.580927999056996
Bas Port,GIVORS,GRAND LYON,GRAND LYON,Quai Georges Lévy,Quai Georges Lévy,Existant,Aire de covoiturage,En surface,0,2.0,60,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,925,pvo_patrimoine_voirie.pvoparking.925,4.775754,45.584961999057
Jeu de Boules,CRAPONNE,COMMUNE,COMMUNE,Impasse des Terres Plates,Impasse des Terres Plates,Existant,Poche de stationnement,En surface,0,2.0,12,0,6,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,479,pvo_patrimoine_voirie.pvoparking.479,4.725962,45.74439499905713
Rebuffat,CRAPONNE,COMMUNE,COMMUNE,Rue Jean-Claude Martin,Rue Jean-Claude Martin,Existant,Poche de stationnement,En surface,0,2.0,94,0,0,0,7,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,480,pvo_patrimoine_voirie.pvoparking.480,4.72517,45.74523199905713
Cordier,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Avenue Maréchal Foch,Avenue Maréchal Foch,Existant,Poche de stationnement,En surface,0,2.0,76,0,6,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,481,pvo_patrimoine_voirie.pvoparking.481,4.791325,45.694206999057066
11 Novembre,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue du 11 Novembre,Rue du 11 Novembre,Existant,Poche de stationnement,En surface,0,2.0,52,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,482,pvo_patrimoine_voirie.pvoparking.482,4.794436,45.692525999057075
Poste et Médiathèque,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Avenue Georges Clémenceau,Avenue Georges Clémenceau,Existant,Poche de stationnement,En surface,0,2.0,89,0,0,0,4,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,483,pvo_patrimoine_voirie.pvoparking.483,4.794449,45.697428999057074
Maison Champ,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue Charles Luizet,Rue Charles Luizet,Existant,Poche de stationnement,En surface,0,2.0,37,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,484,pvo_patrimoine_voirie.pvoparking.484,4.792283,45.69671399905708
Place du Clocher,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue Froide,Rue Froide,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,485,pvo_patrimoine_voirie.pvoparking.485,4.795629,45.69538699905708
Place des Collonges,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue des Collonges,Rue des Collonges,Existant,Poche de stationnement,En surface,0,2.0,66,0,0,0,2,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,486,pvo_patrimoine_voirie.pvoparking.486,4.806321,45.69260299905707
Mouton,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue des Collonges,Rue des Collonges,Existant,Poche de stationnement,En surface,0,2.0,22,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,487,pvo_patrimoine_voirie.pvoparking.487,4.798192,45.69412599905707
Place Marcéhal Joffre,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Avenue de la République,Avenue de la République,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,488,pvo_patrimoine_voirie.pvoparking.488,4.792843,45.69434399905708
Place Mathieu Jaboulay,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue Pierre Fourel,Avenue Georges Clémenceau,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,2,Horaire,Mixte,Payant,Ouvert 24h/24h,5,489,pvo_patrimoine_voirie.pvoparking.489,4.792594,45.695322999057076
Luizet Archer,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue Charles Luizet,Rue Charles Luizet,Existant,Poche de stationnement,En surface,0,2.0,6,0,2,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,490,pvo_patrimoine_voirie.pvoparking.490,4.793194,45.69623599905708
Martyrs,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Rue des Martyrs,Rue des Martyrs,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,0,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,492,pvo_patrimoine_voirie.pvoparking.492,4.791706,45.69549699905709
Frantz,SAINT-GENIS-LAVAL,GRAND LYON,GRAND LYON,Allée Paul Frantz,Allée Paul Frantz,Existant,Poche de stationnement,En surface,0,2.0,74,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,662,pvo_patrimoine_voirie.pvoparking.662,4.783005,45.67900799905707
Gymnase d'Aubarède,SAINT-GENIS-LAVAL,COMMUNE,COMMUNE,Route de Vourles,Route de Vourles,Existant,Poche de stationnement,En surface,0,2.0,61,0,0,0,3,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,491,pvo_patrimoine_voirie.pvoparking.491,4.789585,45.684038999057066
Descartes,SAINT-GENIS-LAVAL,COMMUNE,COMMUNE,Avenue de Gadagne,Avenue de Gadagne,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,663,pvo_patrimoine_voirie.pvoparking.663,4.784713,45.69047799905708
Croix Rouge,SAINT-GENIS-LAVAL,COMMUNE,COMMUNE,Rue de la croix Rouge,Rue de la croix Rouge,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,664,pvo_patrimoine_voirie.pvoparking.664,4.785005,45.69933899905709
Place Charles de Gaulle,JONAGE,GRAND LYON,GRAND LYON,Rue de la République,Rue Nationale,Existant,Poche de stationnement,En surface,0,2.0,32,0,4,0,2,Libre,Mixte,Gratuit,Marché,5,665,pvo_patrimoine_voirie.pvoparking.665,5.047001,45.79615299905717
Commerces 14 place Général de Gaulle,JONAGE,COMMUNE,COMMUNE,Rue Nationale,Rue Nationale,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,666,pvo_patrimoine_voirie.pvoparking.666,5.046514,45.796320999057166
Pharmacie,JONAGE,COMMUNE,COMMUNE,Rue du Balay,Rue du Balay,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,667,pvo_patrimoine_voirie.pvoparking.667,5.045846,45.79648499905718
Boucher,JONAGE,GRAND LYON,GRAND LYON,Impasse du Boucher,Impasse Balme,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,668,pvo_patrimoine_voirie.pvoparking.668,5.046019,45.796140999057165
Poste,JONAGE,COMMUNE,COMMUNE,Rue Nationale,Rue Nationale,Existant,Poche de stationnement,En surface,0,3.0,27,1,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,669,pvo_patrimoine_voirie.pvoparking.669,5.045135,45.796412999057175
Ecole Joseph Fontanet,JONAGE,GRAND LYON,GRAND LYON,Chemin des Buissonières,Allée des Buissonières,Existant,Poche de stationnement,En surface,0,2.0,20,1,3,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,670,pvo_patrimoine_voirie.pvoparking.670,5.047492,45.79831299905718
Cimetière,JONAGE,COMMUNE,COMMUNE,R. Repos/R. Pré Sud,R. Repos/R. Pré Sud,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,671,pvo_patrimoine_voirie.pvoparking.671,5.042124,45.793652999057166
Maison de quartier,JONAGE,COMMUNE,COMMUNE,Boulevard Louis Pradel,Boulevard Louis Pradel,Existant,Poche de stationnement,En surface,0,2.2,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,672,pvo_patrimoine_voirie.pvoparking.672,5.040182,45.79094199905717
Club 3e age,JONAGE,COMMUNE,COMMUNE,Rue Nationale,Rue Nationale,Existant,Aire de covoiturage,En surface,0,2.0,25,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,673,pvo_patrimoine_voirie.pvoparking.673,5.03807,45.79329799905717
Gymnase,JONAGE,COMMUNE,COMMUNE,Rue du Lavoir,Rue du Lavoir,Existant,Poche de stationnement,En surface,0,2.2,100,0,0,0,3,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,674,pvo_patrimoine_voirie.pvoparking.674,5.050381,45.79089399905716
Agora 2,JONAGE,GRAND LYON,GRAND LYON,Route de Pusignan,Route de Pusignan,Existant,Poche de stationnement,En surface,0,2.2,170,0,10,0,4,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,675,pvo_patrimoine_voirie.pvoparking.675,5.05127,45.79040899905717
Gendarmerie,JONAGE,COMMUNE,COMMUNE,Rue Henri Lebrun,Rue Henri Lebrun,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,676,pvo_patrimoine_voirie.pvoparking.676,5.049556,45.79647099905717
Place du 11 novembre,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Chemin de la Mendillonne,Chemin de la Mendillonne,Existant,Poche de stationnement,En surface,0,2.0,70,0,0,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,677,pvo_patrimoine_voirie.pvoparking.677,4.804164,45.883806999057256
Place de l'Eglise,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue de l'Eglise,Rue de l'Eglise,Existant,Poche de stationnement,En surface,0,2.0,5,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,679,pvo_patrimoine_voirie.pvoparking.679,4.805372,45.88081799905726
Bâtiment gare,SAINT-GERMAIN-AU-MONT-D'OR,RFF,GRAND LYON,Avenue du 2e Spahis,Avenue du 2e Spahis,Existant,Poche de stationnement,En surface,0,2.0,19,0,8,0,3,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,680,pvo_patrimoine_voirie.pvoparking.680,4.804322,45.888168999057264
PMU,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue du 8 mai 1945,Rue de la Résistance,Existant,Poche de stationnement,En surface,0,2.0,5,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,681,pvo_patrimoine_voirie.pvoparking.681,4.804635,45.87877399905726
Place de la Bascule,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue du Lavoir,Rue du 8 mai 1945,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,682,pvo_patrimoine_voirie.pvoparking.682,4.805329,45.87851899905725
Cimetière,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue du Souvenir,Rue du Souvenir,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,683,pvo_patrimoine_voirie.pvoparking.683,4.808919,45.879639999057254
Place d'Albon,Lyon 1 er,GRAND LYON,GRAND LYON,Quai Saint-Antoine,Quai Saint-Antoine,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,618,pvo_patrimoine_voirie.pvoparking.618,4.831988,45.76470899905715
Desaix,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Desaix,Rue Desaix,Existant,Poche de stationnement,En surface,0,2.0,32,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,619,pvo_patrimoine_voirie.pvoparking.619,4.854828,45.75738399905714
Place des Martyrs de la Résistance,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue de la Rize,Rue de la Rize,Existant,Poche de stationnement,En surface,0,2.0,110,5,0,0,0,Horaire,Mixte,Payant,Marché,5,620,pvo_patrimoine_voirie.pvoparking.620,4.853159,45.756892999057136
Moncey,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Saint-Jacques,Rue Saint-Jacques,Existant,Poche de stationnement,En surface,0,2.0,75,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,621,pvo_patrimoine_voirie.pvoparking.621,4.845641,45.75732299905713
Saint-André,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Béchevelin,R. St André/R. S. Reinach,Existant,Poche de stationnement,En surface,0,1.9,39,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,622,pvo_patrimoine_voirie.pvoparking.622,4.841248,45.75190299905713
Cluzan,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Jangot,Rue Cpt Robert Cluzan,Existant,Poche de stationnement,En surface,0,1.9,35,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,623,pvo_patrimoine_voirie.pvoparking.623,4.842216,45.75194099905713
Mazagran,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Mazagran,Rue Mazagran,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,691,pvo_patrimoine_voirie.pvoparking.691,4.843128,45.751884999057125
Saint-Isidore,Lyon 3 ème,GRAND LYON,GRAND LYON,Rue Saint Isidore,Rue Saint Isidore,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,692,pvo_patrimoine_voirie.pvoparking.692,4.88365,45.75357199905713
Place du Château,Lyon 3 ème,GRAND LYON,GRAND LYON,Cours Eugénie,Rue Charles Richard,Existant,Poche de stationnement,En surface,0,2.0,55,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,693,pvo_patrimoine_voirie.pvoparking.693,4.887041,45.74962599905713
Place des Tapis,Lyon 4 ème,GRAND LYON,GRAND LYON,Bd Canuts/R. Cuire,Rue de Cuire,Existant,Poche de stationnement,En surface,0,2.0,46,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,694,pvo_patrimoine_voirie.pvoparking.694,4.830398,45.77517899905715
Mairie 4e,Lyon 4 ème,GRAND LYON,GRAND LYON,Rue Villeneuve,Bd de la Croix Rousse,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,0,Horaire,Mixte,Payant,Marché,5,695,pvo_patrimoine_voirie.pvoparking.695,4.829171,45.774438999057146
Place de la Croix Rousse,Lyon 4 ème,GRAND LYON,GRAND LYON,Rue du Mail,Grande Rue de la Croix Rousse,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,0,Horaire,Mixte,Payant,Marché,5,696,pvo_patrimoine_voirie.pvoparking.696,4.832511,45.77552599905715
Place du Commandant Arnaud,Lyon 4 ème,GRAND LYON,GRAND LYON,Rue de Belfort,Place du Cdt Arnaud,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,697,pvo_patrimoine_voirie.pvoparking.697,4.834748,45.77978899905716
Cours d'Herbouville,Lyon 4 ème,GRAND LYON,GRAND LYON,Cours d'Herbouville,Cours d'Herbouville,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,698,pvo_patrimoine_voirie.pvoparking.698,4.840022,45.77682199905716
Eisenhower,Lyon 5 ème,GRAND LYON,GRAND LYON,Avenue Général Eisenhower,Avenue Général Eisenhower,Existant,Poche de stationnement,En surface,0,2.0,62,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,699,pvo_patrimoine_voirie.pvoparking.699,4.781942,45.75283999905712
MJC Ménival,Lyon 5 ème,GRAND LYON,GRAND LYON,Avenue de Ménival,Avenue de Ménival,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,701,pvo_patrimoine_voirie.pvoparking.701,4.783915,45.756811999057135
